UserId,ProductId,ProductType,Rating,Timestamp,URL
A24XBQVI7JEJGV,B002DVHTFI,Face Wash & Cleansers,3,1258329600,https://www.amazon.in/Garnier-Bright-Double-Charcoal-Facewash/dp/B08PQLBM2M/ref=sr_1_15?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068530&refinements=p_72%3A1318477031&s=beauty&sr=1-15
A1QCAUPF4LBM2J,B000052ZB4,Nail Polish,4,1357776000,https://www.amazon.in/ILLUMOR-Crushed-Diamond-Polish-Gilded/dp/B08XQVG77W/ref=sr_1_13?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071873&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-13
A2B6U2ZCDP0OEC,B00DEWB7F8,Sheet Mask,5,1394236800,https://www.amazon.in/Mirabelle-Charcoal-System-Facial-Sheet/dp/B07TJ7CHRG/ref=sr_1_34?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=YPJA5KBNPTYX5JHWP33H&pf_rd_s=merchandised-search-11&qid=1680072035&refinements=p_85%3A10440599031%2Cp_28%3Asheet&rps=1&s=beauty&sr=1-34
A1LBTUS08BG716,B007FAOPP4,Body Lotion,5,1355875200,https://www.amazon.in/Parachute-Advansed-Body-Lotion-Nourish/dp/B00CBRJ34E/ref=sr_1_5?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680069940&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-5
A1E5Z6GPDGFODZ,B000RMVIR0,Nail Polish,5,1325462400,https://www.amazon.in/NAVMAV-Nail-Polish-MultiColor-Lasting/dp/B0BWTWMMWY/ref=sxin_25_slsr_d_i_inslnabeauty_fa_2_B0BWTWMMWY?content-id=amzn1.sym.edeea8bf-86e7-473d-b5b2-4c4860afa68f%3Aamzn1.sym.edeea8bf-86e7-473d-b5b2-4c4860afa68f&crid=STMTCEXUXU5N&cv_ct_cx=nail+paint&keywords=nail+paint&pd_rd_i=B0BWTWMMWY&pd_rd_r=1b75c917-aa98-42bc-9b98-21c3f860e823&pd_rd_w=FkWnl&pd_rd_wg=LofOI&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=edeea8bf-86e7-473d-b5b2-4c4860afa68f&pf_rd_r=ZAHVBWA6HWGY1QYF6PRX&pf_rd_s=merchandised-search-11&qid=1680071480&s=beauty&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=nail+paint%2Cbeauty%2C200&sr=1-3-b915b076-9fb9-42da-a301-7447cf4d2271
A3M7R4PD0FEPUB,B0000CC64W,Nail Polish,5,1254096000,https://www.amazon.in/FACESCANADA-Quick-drying-Longlasting-Chip-defiant-application/dp/B0B68VQNNM/ref=sr_1_56?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071845&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-56
A2MJVFRUXDEZ4Q,B00BB8ZHIU,Kits & Accessories,4,1391817600,https://www.amazon.in/ARUHIU-Cleaning-Non-Slip-Headband-Multi-Color/dp/B0BL7CHF4D/ref=sr_1_18?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=HAW9B7AZ6E1XMSTNXY9X&pf_rd_s=merchandised-search-13&qid=1680066331&refinements=p_85%3A10440599031%2Cp_28%3A-spons&rps=1&s=beauty&sr=1-18
A2EV3NYJJOW791,B0060ALFW6,Face Serum,5,1359331200,https://www.amazon.in/Minimalist-Hyaluronic-Intense-Hydration-Hydrating/dp/B08FB972DT/ref=sr_1_26?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=4KH8C94H8FMF7DBNJ3MV&pf_rd_s=merchandised-search-11&qid=1680073765&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-26
AWSOUDZQ8AFDR,B0073TX6IO,Body Lotion,1,1367020800,https://www.amazon.in/WOW-Butter-Moisturizing-Lotion-Hydration/dp/B07JZ23DVY/ref=sr_1_25?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680069961&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-25
A2T985F703QKJ1,B000B5UPF4,Nail Polish,5,1380844800,https://www.amazon.in/Plum-Affair-Polish-Formula-Cruelty/dp/B098TM2N1F/ref=sr_1_44?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071715&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-44
A3RN6IM7S6TCGU,B0011Z3X8O,Shower Gel,5,1347580800,https://www.amazon.in/Long-Lasting-Refreshing-Cedarwood-Ingredients-Dermatologically/dp/B0BHTP2GVQ/ref=sr_1_40?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680068194&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-40
A36OIMU5EY0PT1,B001OMI93S,Shower Gel,5,1367452800,https://www.amazon.in/Vivel-Body-Wash-Lavender-Almond/dp/B07LB9KB8P/ref=sr_1_16?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680067993&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-16
A29RLUURYA0RT1,B005B3G7KI,Hair Color & Heena,5,1383868800,https://www.amazon.in/Indus-Valley-Organic-natural-indigo/dp/B07BJYV94P/ref=sr_1_16?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680067596&refinements=p_72%3A1318477031&rnid=9851597031&s=beauty&sr=1-16
AUFME5EY4OBRB,B001F51TGI,Shower Gel,5,1376179200,https://www.amazon.in/Biotique-Apricot-Body-Wash-Transparent/dp/B07QB62547/ref=sr_1_44?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680068044&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-44
A2NTV6MHFXP4M,B003FITQGI,Shampoo,4,1354838400,https://www.amazon.in/WOW-Skin-Science-Shampoo-Pro-Vitamin/dp/B07YNHHH5N/ref=sr_1_18?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680066752&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-18
AAXTM73VMJTVS,B001ET77YI,Shower Gel,5,1384560000,https://www.amazon.in/Saturn-GHC-Salicylic-Exfoliating-Prevents/dp/B0BLV8HPKH/ref=sr_1_50?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680068053&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-50
A3GFLW38G298E2,B006IBM21K,Face Serum,3,1376956800,https://www.amazon.in/Garnier-Turbo-Bright-Super-Serum/dp/B0BL135JQF/ref=sr_1_42?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=4KH8C94H8FMF7DBNJ3MV&pf_rd_s=merchandised-search-11&qid=1680073734&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-42
A17GHWGJG4VESR,B0054JDN8S,Hair Color & Heena,5,1400457600,https://www.amazon.in/Avnish-Brush-Mixing-Colouring-Black/dp/B08G4XQCQM/ref=sr_1_29?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680067612&refinements=p_72%3A1318477031&rnid=9851597031&s=beauty&sr=1-29
AOTYO5I2YP5CQ,B000O7JK0A,Nail Polish,1,1395100800,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTc3NjcwNTY3NTA3MjUwOjE2ODAwNzE1Mjk6c3BfbXRmOjIwMDU1ODM1NTk3NjA3OjowOjo&url=%2FRevlon-Colorstay-Envy-Enamel-11-7ml%2Fdp%2FB00TIJHPDO%2Fref%3Dsr_1_24_sspa%3Fcrid%3DSTMTCEXUXU5N%26keywords%3Dnail%2Bpaint%26pf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D777489a8-ff36-4ced-b8a2-fe296c0f72d2%26pf_rd_r%3D2FW5DJ3SEEMC9S9WS77E%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680071529%26s%3Dbeauty%26sprefix%3Dnail%2Bpaint%252Cbeauty%252C200%26sr%3D1-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
AXOF2JLXKYGZA,B00014FTTM,Nail Polish,2,1394582400,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NDc1NzQ1NzY5ODA2ODcyOjE2ODAwNzE4MzA6c3BfbXRmOjIwMTIwMDE3OTE2Mjk4OjowOjo&url=%2FSUGAR-POP-Nail-Lacquer-Chip-resistant%2Fdp%2FB09WZX8PX5%2Fref%3Dsr_1_24_sspa%3Fcrid%3DSTMTCEXUXU5N%26keywords%3Dnail%2Bpaint%26pf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D777489a8-ff36-4ced-b8a2-fe296c0f72d2%26pf_rd_r%3D2FW5DJ3SEEMC9S9WS77E%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680071830%26s%3Dbeauty%26sprefix%3Dnail%2Bpaint%252Cbeauty%252C200%26sr%3D1-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
A1UXVUM6G2H7D6,B003RF82RI,Shampoo,5,1390003200,https://www.amazon.in/Mamaearth-Shampoo-Growth-Control-Keratin/dp/B0828PRFKP/ref=sr_1_35?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680066709&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-35
A2EK2CJNJUF7OQ,B002VHNES0,Face Wash & Cleansers,5,1356307200,https://www.amazon.in/Clean-Clear-Foaming-Face-Wash/dp/B00CI3HDMU/ref=sr_1_41?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068462&refinements=p_72%3A1318477031&s=beauty&sr=1-41
ASWPYF1NGSQYD,B006OMHUGU,Face Serum,2,1374019200,https://www.amazon.in/Pilgrim-Brightening-Pigmentation-Experience-Dermatologically/dp/B096XYRM5X/ref=sr_1_56?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=4KH8C94H8FMF7DBNJ3MV&pf_rd_s=merchandised-search-11&qid=1680073722&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-56
A1CQSMS4KPL2R,B00C8YCFU4,Eye Shadow & Mascara,5,1401062400,https://www.amazon.in/Dance-Eyeshadow-Palette-Multicolor-EP12-02/dp/B09W1BL53L/ref=sr_1_32?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=4KH8C94H8FMF7DBNJ3MV&pf_rd_s=merchandised-search-13&qid=1680073387&refinements=p_85%3A10440599031%2Cp_28%3AEyeshadow+palette%7CMascara&rps=1&s=beauty&sr=1-32
AY2AGGCHR8KSN,B00EGJ1QHW,Body Scrubs,4,1400371200,https://www.amazon.in/Dove-Exfoliating-Polish-Scrub-Pomegranate/dp/B001CZ9XT6/ref=sr_1_13?pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=2GP53SFGZ35HBP44Y0WQ&pf_rd_s=merchandised-search-4&qid=1680070432&refinements=p_85%3A10440599031%2Cp_28%3A-spons&rps=1&s=beauty&sr=1-13
ACPFOWQCENADV,B002DPUY10,Face Wash & Cleansers,5,1401494400,https://www.amazon.in/Garnier-Power-White-Double-Action/dp/B00V4L6JC2/ref=sr_1_36_mod_new?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068530&refinements=p_72%3A1318477031&s=beauty&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-36
A1WH5J3AP5JR7H,B00639DLV2,Face Serum,5,1345852800,https://www.amazon.in/LOr%C3%A9al-Paris-Revitalift-HYALURONIC-SERUM/dp/B08QSTTSNH/ref=sr_1_12?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=4KH8C94H8FMF7DBNJ3MV&pf_rd_s=merchandised-search-11&qid=1680073761&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-12
A1LDAFY42EH6JV,B000FZZ4DS,Nail Polish,5,1354406400,https://www.amazon.in/NAVMAV-Nail-Polish-MultiColor-Lasting/dp/B0BWTWMMWY/ref=sxin_25_slsr_d_i_inslnabeauty_fa_2_B0BWTWMMWY?content-id=amzn1.sym.edeea8bf-86e7-473d-b5b2-4c4860afa68f%3Aamzn1.sym.edeea8bf-86e7-473d-b5b2-4c4860afa68f&crid=STMTCEXUXU5N&cv_ct_cx=nail+paint&keywords=nail+paint&pd_rd_i=B0BWTWMMWY&pd_rd_r=19b6a78e-9c87-4b98-971b-abd212503517&pd_rd_w=pJDuJ&pd_rd_wg=jCwAa&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=edeea8bf-86e7-473d-b5b2-4c4860afa68f&pf_rd_r=V5QKA6WMMZ9RD0P68HD1&pf_rd_s=merchandised-search-11&qid=1680071634&s=beauty&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=nail+paint%2Cbeauty%2C200&sr=1-3-b915b076-9fb9-42da-a301-7447cf4d2271
A2QB6XV3WN62RZ,B008PQ5YAM,Conditioner,5,1359158400,https://www.amazon.in/Mamaearth-Conditioner-Growth-Control-Coconut/dp/B07WFH21BG/ref=sr_1_25?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069452&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-25
A3K13KFQR4NCKG,B001EWF2F6,Shower Gel,1,1387065600,https://www.amazon.in/Nivea-Bath-Shower-Energy-250ml/dp/B0017IMON0/ref=sr_1_35?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680068049&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-35
A2Y7NXY14EH20M,B00006L9KZ,Nail Polish,4,1358726400,https://www.amazon.in/Insight-Toxic-Lasting-Pastel-Polish/dp/B08WWGW8WP/ref=sr_1_52?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071852&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-52
A1TPJPEX12VTFT,B002RXK1UC,Face Wash & Cleansers,5,1370563200,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-125ml/dp/B01CCGW4OE/ref=sr_1_6?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068479&refinements=p_72%3A1318477031&s=beauty&sr=1-6
A1H53ICI4EWC8J,B000JQLNO2,Nail Polish,5,1377993600,https://www.amazon.in/Revlon-Nail-Enamel-Matt-Coat/dp/B00YSBUNHW/ref=sr_1_47_mod_primary_new?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071580&s=beauty&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=nail+paint%2Cbeauty%2C200&sr=1-47
